关注者,被浏览,question_title,question_content,auth,auth_href
159,126620,如何理解麻将里面的各种技巧？,打麻将的乐趣绝非仅仅在赢钱，而在于打的时候，需要用尽各种心思骗上家盯下家，有时候要故意打好张，有时候又特意要喂一口，欲擒故纵，真真假假，羊头狗肉，声东击西，明修栈道，暗渡陈仓，上下其手，两面三刀…这哪里是打牌，完全是一种心理战。 作为一个麻将小白来讲，完全不明白上面这段话怎么理解,蒙面,https://www.zhihu.com/people/meng-mian-54
