url,title,description
http://www.zhihu.com/topic/21012598/hot,你好，爱丽丝（书籍）,两个素未谋面的女孩相识于网络，因为彼此的文字惺惺相惜。经过岁...
http://www.zhihu.com/topic/20981601/hot,你好，真相！（书籍）,《你好，真相！：蒙冤者的告白和他们的故事》是《冤案何以发生：导致冤假错案的八大司法迷信》一书的姊妹篇，《冤案何以发生》讲述了一位美国检察总长对刑事司法制度的系统反思，《你好，真相！：蒙冤者的告白和他们的故事》则让那些无辜入狱的蒙冤者们一个一个走到台前，在聚光灯下发出他们自己的声音。全书以纪录片式的冷静直白和蒙冤者的自我讲述呈现他们的故事，并配以他们创作的艺术作品，展现蒙冤者在入狱前、监狱中及出狱…...
http://www.zhihu.com/topic/21176970/hot,你好，前任先生（书籍）,青涩腼腆的岁月里， 他们曾是羡煞旁人的少年情侣，热恋中他却不告而别，决绝消失。 五年后再度狭路相逢， 他是炙手可热的商界新贵，她是形象被黑、绯闻缠身的三流女演员。 林龄往酒店走了两步，邱嘉桥突然开口：“林小姐，我今天来这里，是专程来找你的。” 林龄一怔。 邱嘉桥一字一字极缓地说：“五年前，我有一件东西落在林小姐那里，一直没有机会取回来。不知道林小姐是否还替我留着。如果有机会的话，我想把那东西拿回来。”…...
http://www.zhihu.com/topic/21132397/hot,最初不过你好（书籍）,本书收入20个文风凛冽、自带匪气、关于情与爱的故事。故事里林林总总的小人物，看似各自东奔西突追逐着梦想、爱情、人生、信仰、认同……但终了，命运花开花落各自飘零。这些染上了青春颜色与气味的文字如同燃烧的火焰，漫天恣肆飞扬，明灭刹那间带您步入青春的殿堂。...
http://www.zhihu.com/topic/20153317/hot,你好，我叫多蕾丝（电影）,年逾花甲的多蕾丝仍旧有著一颗渴望爱情的少女心，在一场自助会中她遇到了年轻的白马王子！年龄不是问题，多蕾丝决定为了她的真爱展开追爱行动！...
http://www.zhihu.com/topic/20124228/hot,你好，法奈利（书籍）,14 岁的蒂芙阿尼•法奈利，出生于普通家庭，被势利的母亲送去...
http://www.zhihu.com/topic/20895896/hot,你好中国·问答 70 年（书籍）,岁生日，新华社联合知乎共同发起「你好中国·问答 70 年」活动。从不同领域、不同维度...
http://www.zhihu.com/topic/20095889/hot,遇见你之前（电影）,《遇见你之前》（Me Before You）是根据乔乔·莫伊...
http://www.zhihu.com/topic/20132707/hot,只想和你好好的（书籍）,那年夏天，知了声声，在学生会的面试上，纪思璇狡黠地看着乔裕，笑语盈盈地当众宣布：“你以后就是我的人了。”从此，两情缱绻，她的笑，胜却了满树繁花。 六年后，再度重逢，两个人玩棋盘游戏，乔裕忽然开口，“我们停战吧！”“哦，怎么停？”“依照历史惯例来吧？”“什么惯例？”“和亲。”说完，她便看到一枚戒指慢慢滑入左手无名指。他缓缓开口，“何以道殷勤？约指一双银。” 能让我微笑的事，是清晨柔和的日光，午后轻徐…...
http://www.zhihu.com/topic/21085198/hot,皇帝先生你好嗎？（书籍）,有人認為做皇帝最好， 也有人認為做皇帝最辛苦。 其實皇帝乃至皇子王公有時挺好，有時卻不怎樣好過。 像我們的生活一樣， 有快樂也有煩惱的一天。...
http://www.zhihu.com/topic/21042625/hot,你好，我是费曼（书籍）,《你好，我是费曼》是诺贝尔物理学奖得主理查德·费曼的自传式随笔。 费曼在参与“曼哈顿计划”时，成为开保险柜高手。 费曼在默数一二三时，发现了每个人大脑工作的方式截然不同。 费曼在得知自己获得诺贝尔奖时，抱怨没有人赞赏他的桑巴鼓技艺。 费曼在调查挑战者号失事时，靠一杯冰水、一个橡皮圈，打破了威权，还原了“挑战者号”失败的真相。 对费曼来说，这一生就像个孩子一样，好奇地寻找着前方的未知。他希望的，是想留…...
http://www.zhihu.com/topic/20699375/hot,你好！三公主（书籍）,“宇宙神奇女汉子” “武林二男侠客” 笑出八块腹肌 夯热血少年漫画 著名漫画家阿桂爆笑少年漫画作品 我们所在的地球是一颗在银河系中不停旋转的蓝色小行星，与浩瀚宇宙相比，小得好像太平洋里的一粒灰尘。武林元年，神秘的地外种族造访地球，留下了一段地球超二少年与宇宙超神女汉子据上古龙仙史料记载：龙仙族拥有地球远古传说中“龙”的原体，蕴藏着仿佛永不枯竭的能量，掌握无比先进的飞行技术，拥有人类外貌及姓名，通晓包…...
http://www.zhihu.com/topic/20720756/hot,你好！特雷西·桃子镇（书籍）,"《桃子镇》以小厨师尼莫和傲娇“镇猫”桃子的日常生活为主线，叙述着镇上一个个动人的故事。 
 曾独闯天涯的埃达小姐是餐厅的“常客一号”，大提琴师林先生只点什锦饭，X小姐从来都外带从不堂食，手作达人瑞比小姐曾经超讨厌胡萝卜……出现的每个角色都有属于他们的一道菜，而他们的背后的故事也如这些菜一般值得细细品味。或是做人小哲理、或是爱情小感悟，平静的生活小事里渗透着的点滴情感，在不经意间已走进读者心中。集世间…..."
